APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25846,1
Other,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,10935786,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1562336,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,281725,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,100000-499999,N,122937,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,12753,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,410463,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,38286,0
T3,Independent,C3000,Preservation,Trust,1,25000-99999,N,22527,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,47129,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,966422,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,718228,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,2461713,0
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,876484,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,14698,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,110885,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,11659,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,64075,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,78769,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,2908673,1
T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,216643,0
T3,Independent,C2000,Preservation,Trust,1,1-9999,N,16221,1
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,140950,1
T3,CompanySponsored,C1200,Preservation,Trust,1,1M-5M,N,3676333,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,30079,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,25000-99999,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T4,Independent,C2000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,9390,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,98931,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,25000-99999,N,12509,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,20770,0
T19,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T4,Independent,C1000,ProductDev,Association,1,25000-99999,N,118386,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,120281,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,6209,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,71609,0
T3,CompanySponsored,C1000,CommunityServ,Trust,1,100000-499999,N,155956,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,176563,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,977905,1
T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,64035,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,34914,0
T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,1M-5M,N,1019926,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T5,Independent,C3000,ProductDev,Co-operative,1,25000-99999,N,1202409,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,540615,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2205817,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,13201,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,70786,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43808,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,240757,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2100,Preservation,Association,1,1-9999,N,6354,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,27001,0
T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,49983,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,9246,1
T3,Independent,C1200,Preservation,Association,1,25000-99999,N,90657,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,36355,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,22840,1
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9516,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,215957,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,805021,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2238748,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,8517,0
T8,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,13541,1
T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,410489,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,340393,1
T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,195884,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,84674,1
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,3032675,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,51846,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,990952,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,52853,1
T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,21590,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,54922,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,24773,0
T6,Independent,C3000,ProductDev,Association,1,0,N,5000,1
T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,CommunityServ,Trust,1,1M-5M,N,199269,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,59647,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,199400,0
T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,5003439,0
T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,73046,1
T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,114797,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,ProductDev,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,8123,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C2100,Preservation,Trust,1,1M-5M,N,872138,0
T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,101742,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,16626,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,9206,0
T3,Independent,C2100,Preservation,Trust,1,1-9999,N,13499,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,27863219,0
T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Co-operative,1,10M-50M,N,247168896,1
Other,Independent,C1000,ProductDev,Trust,1,50M+,N,406966250,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,296261,0
T6,Independent,C2000,ProductDev,Trust,1,1M-5M,N,5110425,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,10466,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T5,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,114990,1
T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,18006,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,267048,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,29219,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C3000,Preservation,Trust,1,100000-499999,N,306719,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,148943,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,64047,0
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,355396,1
T3,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,32792,1
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,334025,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,171405,0
T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9575,0
T6,Independent,C1000,ProductDev,Trust,1,100000-499999,N,158003,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T19,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,424802,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,27255,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,4547683,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,8931,0
T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,37597,0
T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,37875,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,21636,0
T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
